Vrsta_studija,Studij,Godina_studija,Semestar,ISVU_sifra,Naziv,Nastavnici,ECTS,Obavezan
preddiplomski sveučilišni,Informacijski i poslovni studiji,1,1,47218,Engleski jezik 1,Kovačić Andreja,3,NE
preddiplomski sveučilišni,Informacijski i poslovni studiji,1,1,47214,Informatika 1,Balaban Igor Sobodić Aleksandra Zlatović Miran Filipović Danijel,6,DA
preddiplomski sveučilišni,Informacijski i poslovni studiji,1,1,47219,Matematika 1,Divjak Blaženka Erjavec Zlatko Jakuš Marija Klemenčić Damjan Laljek Mihaela Maretić Marcel,6,DA
preddiplomski sveučilišni,Informacijski i poslovni studiji,1,1,47222,Organizacija,Malbašić Ivan Jelaković Anamarija Posarić Nikolina Brčić Ruža,6,DA
preddiplomski sveučilišni,Informacijski i poslovni studiji,1,1,47229,Poslovno komuniciranje,Bubaš Goran Vidaček-Hainš Violeta Čižmešija Antonela Kutnjak Ana Plantak Vukovac Dijana,3,NE
preddiplomski sveučilišni,Informacijski i poslovni studiji,1,1,47222,Njemački jezik 1,Bunić Branko,3,NE
preddiplomski sveučilišni,Informacijski i poslovni studiji,1,1,95807,Tjelesna i zdravstvena kultura 1,Vučić Damir,0,DA
preddiplomski sveučilišni,Informacijski i poslovni studiji,1,1,47224,Osnove ekonomije,Detelj Kristina Konecki Irena Vuković Ksenija Bubanić Marijana Fojs Ivana Korent Dina Maurović Benko Željka Viljevac Marina,4,DA
preddiplomski sveučilišni,Informacijski i poslovni studiji,1,1,47227,Statistika,Dobša Jasminka Šimić Diana Buhin Pandur Maja,5,DA
preddiplomski sveučilišni,Ekonomika poduzetništva,1,1,128638,Matematika za ekonomiste 1,Erjavec Zlatko Horvat Damir Jakuš Marija Žugec Bojan,6,DA
preddiplomski sveučilišni,Ekonomika poduzetništva,1,1,128637,Osnove ekonomije,Vuković Ksenija Bubanić Marijana Detelj Kristina Konecki Irena Korent Dina Šmaguc Tamara,6,DA
preddiplomski sveučilišni,Ekonomika poduzetništva,1,1,128643,Osnove poduzetništva,Detelj Kristina Kovšca Vladimir Fojs Ivana Novak Ema Konecki Irena Viljevac Marina,6,DA
preddiplomski sveučilišni,Ekonomika poduzetništva,1,1,128641,Poslovno komuniciranje,Bubaš Goran Vidaček-Hainš Violeta Čižmešija Antonela Kućar Maja,6,DA
preddiplomski sveučilišni,Ekonomika poduzetništva,1,1,128692,Tjelesna i zdravstvena kultura 1,Vučić Damir,1,DA
preddiplomski sveučilišni,Ekonomika poduzetništva,1,1,128640,Trgovačko pravo,Klačmer Čalopa Marina Horak Hana Šafranko Zvonimir Dumančić Kosjenka,6,DA
diplomski sveučilišni,Baze podataka i baze znanja,1,1,93066,Analiza i razvoj programa,Stapić Zlatko Vrček Neven Tomaš Boris,6,NE
diplomski sveučilišni,Baze podataka i baze znanja,1,1,214595,Deklarativno programiranje,Schatten Markus Okreša Đurić Bogdan Peharda Tomislav,6,DA
diplomski sveučilišni,Baze podataka i baze znanja,1,1,93105,Didaktika 1,Hajdin Goran,4,NE
diplomski sveučilišni,Baze podataka i baze znanja,1,1,93106,Diskretne strukture s teorijom grafova,Divjak Blaženka Maretić Marcel Horvat Damir,6,NE
diplomski sveučilišni,Baze podataka i baze znanja,1,1,93107,Korporacijsko upravljanje,Klačmer Čalopa Marina Đunđek Kokotec Ivana Kokot Karolina Cingula Marijan,5,NE
diplomski sveučilišni,Baze podataka i baze znanja,1,1,93109,Opća pedagogija,Hajdin Goran Ninčević Marjan,4,NE
diplomski sveučilišni,Baze podataka i baze znanja,1,1,93110,Operacijski sustavi 2,Ivković Nikola Magdalenić Ivan Milić Luka,5,NE
diplomski sveučilišni,Baze podataka i baze znanja,1,1,93111,Organizacijska teorija,Fabac Robert Žajdela Hrustek Nikolina,4,NE
diplomski sveučilišni,Baze podataka i baze znanja,1,1,93112,Osnovne opće i razvojne psihologije,Brajša-Žganec Andreja Zlatić Luka,5,NE
diplomski sveučilišni,Baze podataka i baze znanja,1,1,93113,Primjene metode istraživanja u društvenim znanostima,Šimić Diana Gusić Jelena,4,NE
diplomski sveučilišni,Baze podataka i baze znanja,1,1,93114,Računalom posredovana komunikacija,Bubaš Goran Čižmešija Antonela Konecki Mario Bosilj Neven Plantak Vukovac Dijana,4,NE
diplomski sveučilišni,Baze podataka i baze znanja,1,1,93115,Sigurnosti informacijskih sustava,Grd Petra Tomičić Igor Bača Miroslav Gerić Sandro,5,DA
diplomski sveučilišni,Baze podataka i baze znanja,1,1,93116,Strategijski menadžment,Klačmer Čalopa Marina Đunđek Kokotec Ivana Kokot Karolina Cingula Marijan,4,NE
diplomski sveučilišni,Baze podataka i baze znanja,1,1,93117,Teorija baza podataka,Schatten Markus Okreša Đurić Bogdan Peharda Tomislav Maleković Mirko,5,DA
diplomski sveučilišni,Baze podataka i baze znanja,1,1,93118,Vanjskotrgovinsko poslovanje,Dvorski Stjepan Kovšca Vladimir Dvorski Lacković Ivana Lacković Vincek Zrinka Novak Ema,4,NE
diplomski sveučilišni,Informacijsko i programsko inžinjerstvo,1,1,93066,Analiza i razvoj programa,Stapić Zlatko Vrček Neven Tomaš Boris,6,DA
diplomski sveučilišni,Informacijsko i programsko inžinjerstvo,1,1,214595,Deklarativno programiranje,Schatten Markus Okreša Đurić Bogdan Peharda Tomislav,6,NE
diplomski sveučilišni,Informacijsko i programsko inžinjerstvo,1,1,93105,Didaktika 1,Hajdin Goran,4,NE
diplomski sveučilišni,Informacijsko i programsko inžinjerstvo,1,1,93106,Diskretne strukture s teorijom grafova,Divjak Blaženka Maretić Marcel Horvat Damir,6,DA
diplomski sveučilišni,Informacijsko i programsko inžinjerstvo,1,1,93107,Korporacijsko upravljanje,Klačmer Čalopa Marina Đunđek Kokotec Ivana Kokot Karolina Cingula Marijan,5,NE
diplomski sveučilišni,Informacijsko i programsko inžinjerstvo,1,1,93109,Opća pedagogija,Hajdin Goran Ninčević Marjan,4,NE
diplomski sveučilišni,Informacijsko i programsko inžinjerstvo,1,1,93110,Operacijski sustavi 2,Ivković Nikola Magdalenić Ivan Milić Luka,5,DA
diplomski sveučilišni,Informacijsko i programsko inžinjerstvo,1,1,93111,Organizacijska teorija,Fabac Robert Žajdela Hrustek Nikolina,4,NE
diplomski sveučilišni,Informacijsko i programsko inžinjerstvo,1,1,93112,Osnovne opće i razvojne psihologije,Brajša-Žganec Andreja Zlatić Luka,5,NE
diplomski sveučilišni,Informacijsko i programsko inžinjerstvo,1,1,93113,Primjene metode istraživanja u društvenim znanostima,Šimić Diana Gusić Jelena,4,NE
diplomski sveučilišni,Informacijsko i programsko inžinjerstvo,1,1,93114,Računalom posredovana komunikacija,Bubaš Goran Čižmešija Antonela Konecki Mario Bosilj Neven Plantak Vukovac Dijana,4,NE
diplomski sveučilišni,Informacijsko i programsko inžinjerstvo,1,1,93115,Sigurnosti informacijskih sustava,Grd Petra Tomičić Igor Bača Miroslav Gerić Sandro,5,DA
diplomski sveučilišni,Informacijsko i programsko inžinjerstvo,1,1,93116,Strategijski menadžment,Klačmer Čalopa Marina Đunđek Kokotec Ivana Kokot Karolina Cingula Marijan,4,NE
diplomski sveučilišni,Informacijsko i programsko inžinjerstvo,1,1,93117,Teorija baza podataka,Schatten Markus Okreša Đurić Bogdan Peharda Tomislav Maleković Mirko,5,NE
diplomski sveučilišni,Informacijsko i programsko inžinjerstvo,1,1,93118,Vanjskotrgovinsko poslovanje,Dvorski Stjepan Kovšca Vladimir Dvorski Lacković Ivana Lacković Vincek Zrinka Novak Ema,4,NE
diplomski sveučilišni,Informatika u obrazovanju,1,1,93066,Analiza i razvoj programa,Stapić Zlatko Vrček Neven Tomaš Boris,6,NE
diplomski sveučilišni,Informatika u obrazovanju,1,1,214595,Deklarativno programiranje,Schatten Markus Okreša Đurić Bogdan Peharda Tomislav,6,NE
diplomski sveučilišni,Informatika u obrazovanju,1,1,93105,Didaktika 1,Hajdin Goran,4,DA
diplomski sveučilišni,Informatika u obrazovanju,1,1,93106,Diskretne strukture s teorijom grafova,Divjak Blaženka Maretić Marcel Horvat Damir,6,NE
diplomski sveučilišni,Informatika u obrazovanju,1,1,93107,Korporacijsko upravljanje,Klačmer Čalopa Marina Đunđek Kokotec Ivana Kokot Karolina Cingula Marijan,5,NE
diplomski sveučilišni,Informatika u obrazovanju,1,1,93109,Opća pedagogija,Hajdin Goran Ninčević Marjan,4,DA
diplomski sveučilišni,Informatika u obrazovanju,1,1,93110,Operacijski sustavi 2,Ivković Nikola Magdalenić Ivan Milić Luka,5,NE
diplomski sveučilišni,Informatika u obrazovanju,1,1,93111,Organizacijska teorija,Fabac Robert Žajdela Hrustek Nikolina,4,NE
diplomski sveučilišni,Informatika u obrazovanju,1,1,93112,Osnovne opće i razvojne psihologije,Brajša-Žganec Andreja Zlatić Luka,5,DA
diplomski sveučilišni,Informatika u obrazovanju,1,1,93113,Primjene metode istraživanja u društvenim znanostima,Šimić Diana Gusić Jelena,4,DA
diplomski sveučilišni,Informatika u obrazovanju,1,1,93114,Računalom posredovana komunikacija,Bubaš Goran Čižmešija Antonela Konecki Mario Bosilj Neven Plantak Vukovac Dijana,4,NE
diplomski sveučilišni,Informatika u obrazovanju,1,1,93115,Sigurnosti informacijskih sustava,Grd Petra Tomičić Igor Bača Miroslav Gerić Sandro,5,NE
diplomski sveučilišni,Informatika u obrazovanju,1,1,93116,Strategijski menadžment,Klačmer Čalopa Marina Đunđek Kokotec Ivana Kokot Karolina Cingula Marijan,4,NE
diplomski sveučilišni,Informatika u obrazovanju,1,1,93117,Teorija baza podataka,Schatten Markus Okreša Đurić Bogdan Peharda Tomislav Maleković Mirko,5,NE
diplomski sveučilišni,Informatika u obrazovanju,1,1,93118,Vanjskotrgovinsko poslovanje,Dvorski Stjepan Kovšca Vladimir Dvorski Lacković Ivana Lacković Vincek Zrinka Novak Ema,4,NE
diplomski sveučilišni,Informatika u obrazovanju,1,1,214605,Poučavanje programiranja,Lovrenčić Alen,4,NE
diplomski sveučilišni,Organizacija poslovnih sustava,1,1,93066,Analiza i razvoj programa,Stapić Zlatko Vrček Neven Tomaš Boris,6,NE
diplomski sveučilišni,Organizacija poslovnih sustava,1,1,214595,Deklarativno programiranje,Schatten Markus Okreša Đurić Bogdan Peharda Tomislav,6,NE
diplomski sveučilišni,Organizacija poslovnih sustava,1,1,93105,Didaktika 1,Hajdin Goran,4,NE
diplomski sveučilišni,Organizacija poslovnih sustava,1,1,93106,Diskretne strukture s teorijom grafova,Divjak Blaženka Maretić Marcel Horvat Damir,6,NE
diplomski sveučilišni,Organizacija poslovnih sustava,1,1,93107,Korporacijsko upravljanje,Klačmer Čalopa Marina Đunđek Kokotec Ivana Kokot Karolina Cingula Marijan,5,NE
diplomski sveučilišni,Organizacija poslovnih sustava,1,1,93109,Opća pedagogija,Hajdin Goran Ninčević Marjan,4,NE
diplomski sveučilišni,Organizacija poslovnih sustava,1,1,93110,Operacijski sustavi 2,Ivković Nikola Magdalenić Ivan Milić Luka,5,NE
diplomski sveučilišni,Organizacija poslovnih sustava,1,1,93111,Organizacijska teorija,Fabac Robert Žajdela Hrustek Nikolina,4,NE
diplomski sveučilišni,Organizacija poslovnih sustava,1,1,93112,Osnovne opće i razvojne psihologije,Brajša-Žganec Andreja Zlatić Luka,5,NE
diplomski sveučilišni,Organizacija poslovnih sustava,1,1,93113,Primjene metode istraživanja u društvenim znanostima,Šimić Diana Gusić Jelena,4,NE
diplomski sveučilišni,Organizacija poslovnih sustava,1,1,93114,Računalom posredovana komunikacija,Bubaš Goran Čižmešija Antonela Konecki Mario Bosilj Neven Plantak Vukovac Dijana,4,NE
diplomski sveučilišni,Organizacija poslovnih sustava,1,1,93115,Sigurnosti informacijskih sustava,Grd Petra Tomičić Igor Bača Miroslav Gerić Sandro,5,DA
diplomski sveučilišni,Organizacija poslovnih sustava,1,1,93116,Strategijski menadžment,Klačmer Čalopa Marina Đunđek Kokotec Ivana Kokot Karolina Cingula Marijan,4,DA
diplomski sveučilišni,Organizacija poslovnih sustava,1,1,93117,Teorija baza podataka,Schatten Markus Okreša Đurić Bogdan Peharda Tomislav Maleković Mirko,5,NE
diplomski sveučilišni,Organizacija poslovnih sustava,1,1,93118,Vanjskotrgovinsko poslovanje,Dvorski Stjepan Kovšca Vladimir Dvorski Lacković Ivana Lacković Vincek Zrinka Novak Ema,4,NE
diplomski sveučilišni,Ekonomika poduzetništva,1,1,76540,Analiza poslovnih odluka,Begičević Ređep Nina Kadoić Nikola Hunjak Tihomir,6,DA
diplomski sveučilišni,Ekonomika poduzetništva,1,1,76545,Ekonomija za poduzetnika,Dvorski Stjepan Kovšca Vladimir Dvorski Lacković Ivana Lacković Vincek Zrinka Novak Ema,6,DA
diplomski sveučilišni,Ekonomika poduzetništva,1,1,200740,Marketinško upravljanje bazama podataka,Dobrinić Damir Gregurec Iva,6,DA
diplomski sveučilišni,Ekonomika poduzetništva,1,1,76546,Organizacijsko ponašanje,Malbašić Ivan Jelaković Anamarija Posarić Nikolina,6,DA
diplomski sveučilišni,Ekonomika poduzetništva,1,1,76538,Primijenjena mikroekonomija,Vuković Ksenija Bubanić Marijana Korent Dina,6,DA
preddiplomski stručni,Primjena informacijske tehnologije u poslovanju,1,1,46647,Engleski jezik 1,Kovačić Andreja,4,NE
preddiplomski stručni,Primjena informacijske tehnologije u poslovanju,1,1,46644,Matematika,Jakuš Marija Maretić Marcel,6,DA
preddiplomski stručni,Primjena informacijske tehnologije u poslovanju,1,1,46648,Njemački jezik 1,Bunić Branko,4,NE
preddiplomski stručni,Primjena informacijske tehnologije u poslovanju,1,1,46642,Osnove ekonomije,Dobrinić Damir Vuković Ksenija Bubanić Marijana Gregurec Iva,5,DA
preddiplomski stručni,Primjena informacijske tehnologije u poslovanju,1,1,46646,Poslovna ekonomija,Dvorski Stjepan Kovšca Vladimir Dvorski Lacković Ivana Lacković Vincek Zrinka Novak Ema,5,DA
preddiplomski stručni,Primjena informacijske tehnologije u poslovanju,1,1,148701,Poslovna informatika,Balaban Igor Filipović Danijel Sobodić Aleksandra Zlatović Miran,6,DA
preddiplomski stručni,Primjena informacijske tehnologije u poslovanju,1,1,46645,Statistika,Dobša Jasminka Buhin Pandur Maja,5,DA
preddiplomski stručni,Primjena informacijske tehnologije u poslovanju,1,1,95811,Tjelesna i zdravstvena kultura 1,Vučić Damir,0,DA
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45854,Artihtektura organizacija informacijskog doba,,6,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45845,Automatizirani razvoj aplikacija,Vrček Neven,6,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45855,Državna uprava i javne službe,,5,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45857,Elektroničko poslovanje,Vrček Neven,5,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45864,Europsko poslovno pravo,,6,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45863,Inteligentna organizacija,Kliček Božidar,5,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45856,Metode i alati za analizu odluke,Hunjak Tihomir,5,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45861,Mjerenje organizacijskih performansi,Dobrović Željko,5,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45853,Modeliranje i istraživanje složenih sustava,Dušak Vesna,6,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45851,Modeliranje poslovnih podataka,Dobrović Željko Dobrović Željko,5,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45846,Moderna ekonomika poslovanja,Dvorski Stjepan,5,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45848,Odabrana poglavlja linearne algebre i diskretne matematike,Divjak Blaženka,6,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45859,Poslovna strategija i politika,Cingula Marijan,5,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45860,Primijenjena teorija sustava,Vidačić Stjepan,5,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45850,Projektiranje poslovnih procesa,,6,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45866,Računalna sigurnost,Bača Miroslav,5,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45852,Referentni modeli i ERP sustavi,Strahonja Vjeran,6,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45858,Strateško planiranje informacijskih sustava,,5,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45847,Teorija organizacije poduzeća,,5,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45865,Upravljanje informacijskim resursima,Krakar Zdravko,5,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45862,Upravljanje virtuelnim organizacijama,,5,NE
poslijediplomski specijalistički sveučilišni,Inženjerstvo i reiženjerstvo organizacija informacijskog doba,1,1,45849,Znanost i umijeće suvremenog upravljanja,,6,NE
poslijediplomski specijalistički sveučilišni,Menadžment poslovnih sustava,1,1,45480,Dioničko gospodarstvo,Orsag Silvije,6,NE
poslijediplomski specijalistički sveučilišni,Menadžment poslovnih sustava,1,1,45478,Informacijski sustavi za poslovno upravljanje,Spremić Mario,9,DA
poslijediplomski specijalistički sveučilišni,Menadžment poslovnih sustava,1,1,45477,Menadžment poslovnih sustava,Cingula Marijan,9,DA
poslijediplomski specijalistički sveučilišni,Menadžment poslovnih sustava,1,1,82514,Modeliranje poslovnih podataka,,6,NE
poslijediplomski specijalistički sveučilišni,Menadžment poslovnih sustava,1,1,45479,Upravljanje informatičkom tehnologijom,Krakar Zdravko,6,NE
poslijediplomski specijalistički sveučilišni,Menadžment poslovnih sustava,1,1,80635,Upravljanje sigurnošću poslovnih informacijskih sustava,,6,NE
poslijediplomski specijalistički sveučilišni,Upravljanje sigurnošću i revizija informacijskih sustava,1,1,164073,Informacijsko ratovanje i računalni kriminal,Bača Miroslav Grd Petra,5,NE
poslijediplomski specijalistički sveučilišni,Upravljanje sigurnošću i revizija informacijskih sustava,1,1,164067,Primijenjena kriptografija i sustavi sigurnosti,Magdalenić Ivan Golub Marin,5,NE
poslijediplomski specijalistički sveučilišni,Upravljanje sigurnošću i revizija informacijskih sustava,1,1,164062,Revizija i kontrola informacijskih sustava,Kozina Melita Žgela Mario,6,DA
poslijediplomski specijalistički sveučilišni,Upravljanje sigurnošću i revizija informacijskih sustava,1,1,164077,"Sigurnosna pohrana, arhiviranje i repozitoriji podataka",Hutinski Željko Schatten Markus,5,NE
poslijediplomski specijalistički sveučilišni,Upravljanje sigurnošću i revizija informacijskih sustava,1,1,164066,Sigurnost baza podataka,Schatten Markus,5,NE
poslijediplomski specijalistički sveučilišni,Upravljanje sigurnošću i revizija informacijskih sustava,1,1,164079,Sigurnost operacijskih sustava,Magdalenić Ivan Ivković Nikola,5,NE
poslijediplomski specijalistički sveučilišni,Upravljanje sigurnošću i revizija informacijskih sustava,1,1,164069,Sigurnost u elektroničkom poslovanju,Gerić Sandro Vrček Neven Andročec Darko Tomaš Boris,5,NE
poslijediplomski specijalistički sveučilišni,Upravljanje sigurnošću i revizija informacijskih sustava,1,1,164065,Sigurnost umreženih računalnih sustava,Magdalenić Ivan Ivković Nikola,5,NE
poslijediplomski specijalistički sveučilišni,Upravljanje sigurnošću i revizija informacijskih sustava,1,1,164075,Sigurnost web i poslužiteljskih aplikacija,Kermek Dragutin,5,NE
poslijediplomski specijalistički sveučilišni,Upravljanje sigurnošću i revizija informacijskih sustava,1,1,164071,Sustavi fizičke i logičke kontrole pristupa,Bača Miroslav Grd Petra,5,NE
poslijediplomski specijalistički sveučilišni,Upravljanje sigurnošću i revizija informacijskih sustava,1,1,164080,Testiranje sustava sigurnosti i etičko hakiranje,Kišasondi Tonimir,5,NE
poslijediplomski specijalistički sveučilišni,Upravljanje sigurnošću i revizija informacijskih sustava,1,1,164063,Upravljanje incidentima i računalna forenzika,Bača Miroslav Grd Petra,6,DA
poslijediplomski specijalistički sveučilišni,Upravljanje sigurnošću i revizija informacijskih sustava,1,1,164060,Upravljanje rizicima u informacijskoj sigurnosti,Gerić Sandro Hutinski Željko,6,DA
poslijediplomski specijalistički sveučilišni,Upravljanje sigurnošću i revizija informacijskih sustava,1,1,164061,Upravljanje sustavom informacijske sigurnosti,Hutinski Željko Mekovec Renata,6,DA
poslijediplomski specijalistički sveučilišni,Upravljanje sigurnošću i revizija informacijskih sustava,1,1,164076,Zaštita privatnosti u poslovnim sustavima,Mekovec Renata,5,NE
poslijediplomski specijalistički sveučilišni,E-učenje u obrazovanju i poslovanju,1,1,164930,Digitalni repozitoriji,,5,NE
poslijediplomski specijalistički sveučilišni,E-učenje u obrazovanju i poslovanju,1,1,164925,Dizajn nastave u e-okruženju,Erjavec Zlatko,5,DA
poslijediplomski specijalistički sveučilišni,E-učenje u obrazovanju i poslovanju,1,1,164924,Elektronička obrazovna okruženja,Kermek Dragutin,5,DA
poslijediplomski specijalistički sveučilišni,E-učenje u obrazovanju i poslovanju,1,1,164931,Informacijska pismenost u e-učenju,Kirinić Valentina,5,NE
poslijediplomski specijalistički sveučilišni,E-učenje u obrazovanju i poslovanju,1,1,221406,Multimediji u e-učenju,Kliček Božidar,5,DA
poslijediplomski specijalistički sveučilišni,E-učenje u obrazovanju i poslovanju,1,1,164922,Pedagogija u e-učenju,Pavlina Krešimir,5,DA
poslijediplomski specijalistički sveučilišni,E-učenje u obrazovanju i poslovanju,1,1,164932,Primjena online jezičnih izvora,,5,NE
poslijediplomski specijalistički sveučilišni,E-učenje u obrazovanju i poslovanju,1,1,164923,Psihološki i socijalni kontekst e-učenja,,5,DA
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,111925,Biometrija i računalna forenzika u informacijskim tehnologijama,Bača Miroslav Schatten Markus,7,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,45241,Informacijsko društvo - odabrana poglavlja,Šimić Diana Vrček Neven,7,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,45219,Konceptualno modeliranje složenih sustava,Dušak Vesna,7,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,45220,Korporativno upravljanje u državnim i privatnim organizacijama,,9,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,80638,Kvantitativne metode za analizu složenih odluka,Begičević Ređep Nina Hunjak Tihomir,7,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,45223,Metodologija informacijskog i programskog inženjerstva,Strahonja Vjeran Vrček Neven,7,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,45224,Odabrana poglavlja elektroničkog poslovanja,Vrček Neven,7,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,45218,Odabrana poglavlja iz instrukcijskog dizajna i mentoriranja u e-obrazovanju,Bubaš Goran Kermek Dragutin,7,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,45221,Odabrana poglavlja iz metoda upravljanja troškovima,Dvorski Stjepan,9,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,45251,Odabrana poglavlja iz upravljanja informacijskom tehnologijom,Šimić Diana Strahonja Vjeran Krakar Zdravko,7,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,127654,Odabrana poglavlja iz upravljanja organizacijom,Fabac Robert Klačmer Čalopa Marina Vidaček-Hainš Violeta,7,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,45227,Odabrana poglavlja logike konflikata,Čubrilo Mirko Maleković Mirko,7,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,104571,Odabrana poglavlja primjene informacijske tehnologije,Dobša Jasminka Schatten Markus,7,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,117004,Odabrana poglavlja statističkih metoda u informacijskim znanostima,Dobša Jasminka Šimić Diana,7,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,45225,Odabrana poglavlja teorije algoritama i teorije složenosti,Lovrenčić Alen,7,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,45230,Odabrana poglavlja umjetne inteligencije,Lovrenčić Sandra Čubrilo Mirko Maleković Mirko,7,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,45232,Odabrana poglavlja upravljanja znanjem,Lovrenčić Sandra Čubrilo Mirko Maleković Mirko,7,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,45217,Strategija organizacijskog oblikovanja,Cingula Marijan,9,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,45222,Upravljanje strateškim marketingom,,9,NE
poslijediplomski doktorski sveučilišni,Poslijediplomski doktorski studij Informacijske znanosti,1,1,80639,Znanstvenoistraživački rad u informacijskim znanostima,Šimić Diana,7,NE
cjeloživotno učenje,Pedagoško-psihološko-didaktičko-metodičko obrazovanje,1,1,133595,Didaktika,Hajdin Goran,8,DA
cjeloživotno učenje,Pedagoško-psihološko-didaktičko-metodičko obrazovanje,1,1,133605,Metode pretraživanja i klasifikacija informacija,Kirinić Valentina,4,NE
cjeloživotno učenje,Pedagoško-psihološko-didaktičko-metodičko obrazovanje,1,1,133604,Nenasilno rješavanje sukoba,Ciglar Vesna,3,NE
cjeloživotno učenje,Pedagoško-psihološko-didaktičko-metodičko obrazovanje,1,1,133594,Opća pedagogija,Hajdin Goran Ninčević Marjan,4,DA
cjeloživotno učenje,Pedagoško-psihološko-didaktičko-metodičko obrazovanje,1,1,133596,Osnove opće i razvojne psihologije,Brajša-Žganec Andreja Zlatić Luka,5,DA
cjeloživotno učenje,Pedagoško-psihološko-didaktičko-metodičko obrazovanje,1,1,133597,Psihologija učenja i poučavanja,Brajša-Žganec Andreja Zlatić Luka,6,DA
cjeloživotno učenje,Pedagoško-psihološko-didaktičko-metodičko obrazovanje,1,1,133607,Sigurnost interneta,Bača Miroslav Grd Petra,4,NE
cjeloživotno učenje,Pedagoško-psihološko-didaktičko-metodičko obrazovanje,1,1,133606,Upravljanje projektnim ciklusom,Divjak Blaženka Begičević Ređep Nina Spahić Amir,4,NE
preddiplomski sveučilišni studiji,Informacijski i poslovni studiji,1,2,47231,Engleski jezik 2,Fara Višnja,3,NE
